household_id,MAZ,TAZ,TYPE,NP,HHT,HHINCADJ,WORKERS
222874,362.0,32.0,2,2,3,21611.9176035415,1
222875,362.0,32.0,2,2,5,20574.9252528584,1
222876,362.0,32.0,2,2,3,16734.2725389915,0
222877,362.0,32.0,2,2,5,7681.3054277338,1
222878,362.0,32.0,2,2,2,13270.3388415,0
222879,362.0,32.0,2,2,3,7113.9228778324,0
222880,362.0,32.0,2,2,3,7113.9228778324,0
222881,362.0,32.0,2,2,3,7113.9228778324,0
222882,362.0,32.0,2,2,1,11887.7345905404,0
222883,362.0,32.0,2,2,5,0.0,0
222884,362.0,32.0,2,2,7,2521.39038707984,0
222885,362.0,32.0,2,2,2,7897.50928619925,0
222886,362.0,32.0,2,2,5,0.0,0
222887,362.0,32.0,2,1,4,342613.95533275,1
222888,362.0,32.0,2,1,6,158879.304463538,1
222889,362.0,32.0,2,1,4,342613.95533275,1
222890,362.0,32.0,2,1,4,313113.015229312,0
222891,362.0,32.0,2,1,6,206663.693650933,0
222892,362.0,32.0,2,1,6,133238.76040718,1
222893,362.0,32.0,2,1,4,117064.55368585,1
222894,362.0,32.0,2,1,6,102600.293927587,1
222895,362.0,32.0,2,1,4,122643.673620977,1
222896,362.0,32.0,2,1,4,122662.255995768,1
222897,362.0,32.0,2,1,6,130076.6235374,1
222898,362.0,32.0,2,1,6,130076.6235374,1
222899,362.0,32.0,2,1,4,103328.018274956,0
222900,362.0,32.0,2,1,4,97557.4676530496,1
222901,362.0,32.0,2,1,4,76542.2081792094,1
222902,362.0,32.0,2,1,6,78029.59238802,1
222903,362.0,32.0,2,1,4,88266.2802575211,1
222904,362.0,32.0,2,1,6,78029.59238802,1
222905,362.0,32.0,2,1,6,82691.567820204,1
222906,362.0,32.0,2,1,6,90049.6566814228,1
222907,362.0,32.0,2,1,4,75898.6131549887,1
222908,362.0,32.0,2,1,4,75898.6131549887,1
222909,362.0,32.0,2,1,6,80833.3303410982,0
222910,362.0,32.0,2,1,4,72510.8900175132,1
222911,362.0,32.0,2,1,4,67537.2425110671,1
222912,362.0,32.0,2,1,4,54866.4673409557,1
222913,362.0,32.0,2,1,6,73155.2897879409,1
222914,362.0,32.0,2,1,6,53081.355366,1
222915,362.0,32.0,2,1,4,56195.9397635727,1
222916,362.0,32.0,2,1,4,60392.7180709355,1
222917,362.0,32.0,2,1,4,66456.64663089,1
222918,362.0,32.0,2,1,6,54930.2905756679,1
222919,362.0,32.0,2,1,4,54029.7940088537,1
222920,362.0,32.0,2,1,4,51101.5306754069,1
222921,362.0,32.0,2,1,6,57504.8016465,1
222922,362.0,32.0,2,1,4,51101.5306754069,1
222923,362.0,32.0,2,1,6,64010.8785644483,1
222924,362.0,32.0,2,1,6,73679.1160465413,0
222925,362.0,32.0,2,1,6,64936.19139774,0
222926,362.0,32.0,2,1,4,42818.95999524,1
222927,362.0,32.0,2,1,4,44234.462805,1
222928,362.0,32.0,2,1,6,40787.3756348512,1
222929,362.0,32.0,2,1,4,41580.3950367,1
222930,362.0,32.0,2,1,6,45119.1520611,1
222931,362.0,32.0,2,1,6,37126.30956738,1
222932,362.0,32.0,2,1,4,44754.6793706671,1
222933,362.0,32.0,2,1,6,37820.8558061976,1
222934,362.0,32.0,2,1,4,42739.4620194313,1
222935,362.0,32.0,2,1,4,46003.8413172,1
222936,362.0,32.0,2,1,6,35114.5390982116,1
222937,362.0,32.0,2,1,4,40522.3455066402,1
222938,362.0,32.0,2,1,6,48038.4646366025,1
222939,362.0,32.0,2,1,4,38721.3523730118,1
222940,362.0,32.0,2,1,4,45024.8283407114,1
222941,362.0,32.0,2,1,6,49851.2368870403,1
222942,362.0,32.0,2,1,4,36255.4450087566,1
222943,362.0,32.0,2,1,6,49800.7644400329,0
222944,362.0,32.0,2,1,4,43893.1738727645,0
222945,362.0,32.0,2,1,6,36514.3664644271,0
222946,362.0,32.0,2,1,4,43898.280887682,0
222947,362.0,32.0,2,1,4,41332.7387301866,0
222948,362.0,32.0,2,1,6,39427.7964470228,0
222949,362.0,32.0,2,1,4,45015.8029313357,0
222950,362.0,32.0,2,1,6,28005.4432279225,1
222951,362.0,32.0,2,1,6,26204.450094294,1
222952,362.0,32.0,2,1,4,27433.2336704778,1
222953,362.0,32.0,2,1,4,30964.1239635,1
222954,362.0,32.0,2,1,4,30079.4347074,1
222955,362.0,32.0,2,1,4,31723.514382662,1
222956,362.0,32.0,2,1,4,31723.514382662,1
222957,362.0,32.0,2,1,6,34748.7626492719,1
222958,362.0,32.0,2,1,6,29094.9946195272,1
222959,362.0,32.0,2,1,6,26540.677683,1
222960,362.0,32.0,2,1,6,29262.1159151764,1
222961,362.0,32.0,2,1,6,28091.6312785693,1
222962,362.0,32.0,2,1,6,32612.0677583052,1
222963,362.0,32.0,2,1,6,31723.514382662,0
222964,362.0,32.0,2,1,4,28635.7908246924,0
222965,362.0,32.0,2,1,6,28530.563017297,0
222966,362.0,32.0,2,1,6,30616.8832716837,0
222967,362.0,32.0,2,1,4,31671.87536838,0
222968,362.0,32.0,2,1,4,27873.5621865856,0
222969,362.0,32.0,2,1,4,29719.336476351,0
222970,362.0,32.0,2,1,4,29986.5356749138,0
222971,362.0,32.0,2,1,4,23001.9206586,1
222972,362.0,32.0,2,1,6,18288.8224469852,1
222973,362.0,32.0,2,1,4,18288.8224469852,1
222974,362.0,32.0,2,1,6,24472.4253809107,1
222975,362.0,32.0,2,1,4,24313.4073039841,1
222976,362.0,32.0,2,1,6,23886.6099147,1
222977,362.0,32.0,2,1,4,24472.4253809107,1
222978,362.0,32.0,2,1,4,24342.9109762848,1
222979,362.0,32.0,2,1,6,21369.7310097156,1
222980,362.0,32.0,2,1,6,21183.9072618051,0
222981,362.0,32.0,2,1,6,17188.6966817278,0
222982,362.0,32.0,2,1,6,21555.5547576262,0
222983,362.0,32.0,2,1,6,22512.4141703557,0
222984,362.0,32.0,2,1,6,21611.9176035415,0
222985,362.0,32.0,2,1,4,19657.8400535546,0
222986,362.0,32.0,2,1,6,16298.9878593375,0
222987,362.0,32.0,2,1,4,17693.785122,0
222988,362.0,32.0,2,1,4,15852.3415621977,0
222989,362.0,32.0,2,1,4,18910.4279030988,0
222990,362.0,32.0,2,1,4,16314.9502539405,0
222991,362.0,32.0,2,1,6,24689.9103034301,0
222992,362.0,32.0,2,1,6,13270.3388415,1
222993,362.0,32.0,2,1,6,12385.6495854,1
222994,362.0,32.0,2,1,6,5110.15306754069,1
222995,362.0,32.0,2,1,6,9.00496566814228,1
222996,362.0,32.0,2,1,6,9480.79886978985,1
222997,362.0,32.0,2,1,4,12385.6495854,1
222998,362.0,32.0,2,1,6,8669.95470978,1
222999,362.0,32.0,2,1,4,3251.91558843499,0
223000,362.0,32.0,2,1,6,9154.49986471104,0
223001,362.0,32.0,2,1,4,8139.14115612,0
223002,362.0,32.0,2,1,4,13167.9521618294,0
223003,362.0,32.0,2,1,6,10085.5615483193,0
223004,362.0,32.0,2,1,6,3184.88132196,0
223005,362.0,32.0,2,1,4,8914.91601146085,0
223006,362.0,32.0,2,1,4,0.0,0
223007,362.0,32.0,2,1,4,0.0,0
223008,362.0,32.0,2,1,6,9365.16429486797,0
223009,362.0,32.0,2,1,4,1891.04279030988,0
223010,362.0,32.0,2,1,4,2084.6880880035,0
223011,362.0,32.0,2,1,4,8914.91601146085,0
223012,362.0,32.0,2,1,6,14631.0579575882,0
223013,362.0,32.0,2,1,6,5710.23258887916,0
223014,362.0,32.0,2,1,6,7955.63776443857,0
223015,362.0,32.0,2,1,6,7023.87322115098,0
223016,362.0,32.0,2,1,6,7976.19790192645,0
223017,362.0,32.0,2,1,4,7406.97309102902,0
223018,362.0,32.0,2,1,4,0.0,0
223019,362.0,32.0,2,1,6,7132.64075432424,0
223020,362.0,32.0,2,1,4,0.0,0
223021,362.0,32.0,2,1,6,7608.32760246,0
223022,362.0,32.0,2,1,6,7976.19790192645,0
223023,362.0,32.0,2,1,4,0.0,0
223024,362.0,32.0,2,1,6,2701.48970044268,0
223025,362.0,32.0,2,1,4,14865.8998328457,0
223026,362.0,32.0,2,1,4,5619.59397635727,0
223027,362.0,32.0,2,1,6,10265.6608616822,0
223028,362.0,32.0,2,1,4,13270.3388415,0
223029,362.0,32.0,2,1,4,12916.46313906,0
223030,362.0,32.0,2,1,4,1371.66168352389,0
223031,362.0,32.0,2,1,6,0.0,0
223032,362.0,32.0,2,1,6,-2322.79684888213,0
223033,362.0,32.0,2,1,4,3355.99891902179,0
223034,362.0,32.0,2,1,6,-2322.79684888213,0
223035,362.0,32.0,2,1,4,13270.3388415,0
223036,362.0,32.0,2,1,6,7976.19790192645,0
223037,362.0,32.0,2,1,4,8701.30680210158,0
223038,362.0,32.0,2,1,4,0.0,0
223039,362.0,32.0,2,1,6,0.0,0
223040,362.0,32.0,2,1,4,8701.30680210158,0
223041,362.0,32.0,2,1,6,900.496566814228,0
223042,362.0,32.0,2,1,6,0.0,0
223043,362.0,32.0,2,1,4,0.0,0
223044,362.0,32.0,2,1,6,2194.65869363823,0
223045,362.0,32.0,2,1,6,135.074485022134,0
223046,362.0,32.0,2,1,6,12264.3673620977,0
223047,362.0,32.0,1,3,5,92726.0502073748,1
223048,362.0,32.0,1,2,1,147051.089360763,1
223049,363.0,32.0,4,3,3,76260.21387582,2
223050,363.0,32.0,4,2,5,64353.4148905429,1
223051,363.0,32.0,2,5,3,30907.766869965,1
223052,363.0,32.0,2,5,1,22861.0280587315,1
223053,363.0,32.0,2,4,1,104393.3322198,1
223054,363.0,32.0,2,4,1,66617.10098433,2
223055,363.0,32.0,2,3,1,193606.761865059,2
223056,363.0,32.0,2,3,3,192535.17095055,2
223057,363.0,32.0,2,3,1,161459.034429791,1
223058,363.0,32.0,2,3,3,75002.4608550864,2
223059,363.0,32.0,2,3,3,94042.46792343,2
223060,363.0,32.0,2,3,2,86871.9066231798,1
223061,363.0,32.0,2,3,1,72544.5190002,2
223062,363.0,32.0,2,3,1,65038.3117686998,1
223063,363.0,32.0,2,3,3,29194.7454513,2
223064,363.0,32.0,2,3,3,12264.3673620977,0
223065,363.0,32.0,2,2,1,442143.814305786,2
223066,363.0,32.0,2,2,1,374156.323511312,2
223067,363.0,32.0,2,2,5,200689.647743416,2
223068,363.0,32.0,2,2,1,206357.272054689,1
223069,363.0,32.0,2,2,1,206357.272054689,1
223070,363.0,32.0,2,2,1,304545.738073555,1
223071,363.0,32.0,2,2,1,203030.492049037,1
223072,363.0,32.0,2,2,1,346090.43698632,0
223073,363.0,32.0,2,2,5,107225.478613398,2
223074,363.0,32.0,2,2,1,127780.462830939,2
223075,363.0,32.0,2,2,7,119766.043386292,2
223076,363.0,32.0,2,2,7,114281.604965001,2
223077,363.0,32.0,2,2,1,135516.700249398,1
223078,363.0,32.0,2,2,5,126069.519353992,1
223079,363.0,32.0,2,2,1,109672.721151489,0
223080,363.0,32.0,2,2,7,108818.493559562,0
223081,363.0,32.0,2,2,1,102072.984727276,0
223082,363.0,32.0,2,2,7,77042.8206436078,2
223083,363.0,32.0,2,2,5,99702.4737740806,2
223084,363.0,32.0,2,2,5,93840.9926948382,2
223085,363.0,32.0,2,2,7,91518.1958459561,2
223086,363.0,32.0,2,2,5,80470.818766735,2
223087,363.0,32.0,2,2,7,80013.5982055604,1
223088,363.0,32.0,2,2,5,94552.1395154939,1
223089,363.0,32.0,2,2,1,87151.3377700577,0
223090,363.0,32.0,2,2,1,76017.4905008941,0
223091,363.0,32.0,2,2,5,62181.9963197498,2
223092,363.0,32.0,2,2,7,59640.2070394046,2
223093,363.0,32.0,2,2,1,73063.845675706,2
223094,363.0,32.0,2,2,5,51208.7028515586,2
223095,363.0,32.0,2,2,7,60727.8703896673,2
223096,363.0,32.0,2,2,7,52228.8008752252,2
223097,363.0,32.0,2,2,3,74313.8975124,1
223098,363.0,32.0,2,2,3,55830.7871424821,1
223099,363.0,32.0,2,2,3,50692.69437453,1
223100,363.0,32.0,2,2,1,66896.5492478055,1
223101,363.0,32.0,2,2,2,64582.3156953,1
223102,363.0,32.0,2,2,1,61388.587480779,0
223103,363.0,32.0,2,2,5,54632.1818857078,0
223104,363.0,32.0,2,2,1,40881.2245403256,2
223105,363.0,32.0,2,2,1,37164.7495821141,2
223106,363.0,32.0,2,2,7,46950.8012863398,2
223107,363.0,32.0,2,2,5,48314.1744567484,2
223108,363.0,32.0,2,2,5,43674.08349049,2
223109,363.0,32.0,2,2,5,36255.4450087566,1
223110,363.0,32.0,2,2,1,47726.3180411541,1
223111,363.0,32.0,2,2,7,44277.4161902556,0
223112,363.0,32.0,2,2,1,47773.2198294,0
223113,363.0,32.0,2,2,5,32629.9005078809,2
223114,363.0,32.0,2,2,7,27316.0909428539,2
223115,363.0,32.0,2,2,5,33768.6212555335,1
223116,363.0,32.0,2,2,3,25330.0190890745,1
223117,363.0,32.0,2,2,1,34108.6538636274,0
223118,363.0,32.0,2,2,1,33352.78495497,0
223119,363.0,32.0,2,2,5,25213.9038707984,0
223120,363.0,32.0,2,2,1,26916.5698848462,0
223121,363.0,32.0,2,2,1,26916.5698848462,0
223122,363.0,32.0,2,2,3,16734.2725389915,0
223123,363.0,32.0,2,2,5,7681.3054277338,1
223124,363.0,32.0,2,2,3,7113.9228778324,0
223125,363.0,32.0,2,2,3,7113.9228778324,0
223126,363.0,32.0,2,2,1,11964.2968528897,0
223127,363.0,32.0,2,2,5,0.0,0
223128,363.0,32.0,2,2,3,0.0,0
223129,363.0,32.0,2,1,4,342613.95533275,1
223130,363.0,32.0,2,1,4,154820.6198175,1
223131,363.0,32.0,2,1,4,342613.95533275,1
223132,363.0,32.0,2,1,6,155898.413537653,0
223133,363.0,32.0,2,1,4,206663.693650933,0
223134,363.0,32.0,2,1,6,102203.061350814,1
223135,363.0,32.0,2,1,6,108059.588017707,1
223136,363.0,32.0,2,1,6,112423.367485895,1
223137,363.0,32.0,2,1,4,118102.112116025,1
223138,363.0,32.0,2,1,6,126069.519353992,1
223139,363.0,32.0,2,1,4,84646.6772805374,1
223140,363.0,32.0,2,1,4,88266.2802575211,1
223141,363.0,32.0,2,1,4,88468.92561,1
223142,363.0,32.0,2,1,6,78045.9741224397,1
223143,363.0,32.0,2,1,6,90049.6566814228,1
223144,363.0,32.0,2,1,4,75898.6131549887,1
223145,363.0,32.0,2,1,6,99787.3526279764,0
223146,363.0,32.0,2,1,4,72510.8900175132,1
223147,363.0,32.0,2,1,4,64093.1782654597,1
223148,363.0,32.0,2,1,4,54866.4673409557,1
223149,363.0,32.0,2,1,6,73155.2897879409,1
223150,363.0,32.0,2,1,6,53081.355366,1
223151,363.0,32.0,2,1,4,60392.7180709355,1
223152,363.0,32.0,2,1,6,58915.0981392295,1
223153,363.0,32.0,2,1,6,54930.2905756679,1
223154,363.0,32.0,2,1,6,74323.662267951,1
223155,363.0,32.0,2,1,6,57504.8016465,1
223156,363.0,32.0,2,1,6,55830.7871424821,1
223157,363.0,32.0,2,1,4,62730.6609931593,0
223158,363.0,32.0,2,1,6,61053.6672300046,0
223159,363.0,32.0,2,1,4,42818.95999524,1
223160,363.0,32.0,2,1,6,37674.9742407896,1
223161,363.0,32.0,2,1,6,40522.3455066402,1
223162,363.0,32.0,2,1,6,44234.462805,1
223163,363.0,32.0,2,1,6,37126.30956738,1
223164,363.0,32.0,2,1,6,38077.2811204466,1
223165,363.0,32.0,2,1,6,37820.8558061976,1
223166,363.0,32.0,2,1,6,37820.8558061976,1
223167,363.0,32.0,2,1,4,35387.570244,1
223168,363.0,32.0,2,1,6,35114.5390982116,1
223169,363.0,32.0,2,1,6,35114.5390982116,1
223170,363.0,32.0,2,1,6,39801.9482531889,1
223171,363.0,32.0,2,1,6,49527.3111747825,1
223172,363.0,32.0,2,1,4,36255.4450087566,1
223173,363.0,32.0,2,1,4,47132.0785113836,1
223174,363.0,32.0,2,1,4,47726.3180411541,1
223175,363.0,32.0,2,1,6,39427.7964470228,0
223176,363.0,32.0,2,1,6,49800.7644400329,0
223177,363.0,32.0,2,1,4,43898.280887682,0
223178,363.0,32.0,2,1,6,49631.06726721,0
223179,363.0,32.0,2,1,6,48987.013234694,0
223180,363.0,32.0,2,1,4,38863.7476998436,0
223181,363.0,32.0,2,1,6,28005.4432279225,1
223182,363.0,32.0,2,1,4,28545.741168011,1
223183,363.0,32.0,2,1,4,27433.2336704778,1
223184,363.0,32.0,2,1,4,33948.7205688964,1
223185,363.0,32.0,2,1,4,26375.8362438704,1
223186,363.0,32.0,2,1,6,34748.7626492719,1
223187,363.0,32.0,2,1,4,31723.514382662,1
223188,363.0,32.0,2,1,6,29094.9946195272,1
223189,363.0,32.0,2,1,4,29262.1159151764,1
223190,363.0,32.0,2,1,4,28815.8901380553,1
223191,363.0,32.0,2,1,6,31723.514382662,0
223192,363.0,32.0,2,1,6,25016.257056042,0
223193,363.0,32.0,2,1,6,25604.3514257793,0
223194,363.0,32.0,2,1,6,30616.8832716837,0
223195,363.0,32.0,2,1,4,27873.5621865856,0
223196,363.0,32.0,2,1,4,29986.5356749138,0
223197,363.0,32.0,2,1,4,29719.336476351,0
223198,363.0,32.0,2,1,4,23001.9206586,1
223199,363.0,32.0,2,1,4,18288.8224469852,1
223200,363.0,32.0,2,1,6,24157.0872283742,1
223201,363.0,32.0,2,1,4,24472.4253809107,1
223202,363.0,32.0,2,1,6,21369.7310097156,1
223203,363.0,32.0,2,1,6,21183.9072618051,0
223204,363.0,32.0,2,1,6,17560.3441775489,0
223205,363.0,32.0,2,1,6,24043.2583339399,0
223206,363.0,32.0,2,1,6,22512.4141703557,0
223207,363.0,32.0,2,1,6,16909.9610598619,0
223208,363.0,32.0,2,1,4,16677.504704028,0
223209,363.0,32.0,2,1,4,17493.2522167251,0
223210,363.0,32.0,2,1,6,15216.65520492,0
223211,363.0,32.0,2,1,6,19795.4729747811,0
223212,363.0,32.0,2,1,4,16314.9502539405,0
223213,363.0,32.0,2,1,6,16298.9878593375,0
223214,363.0,32.0,2,1,4,6635.16942075,1
223215,363.0,32.0,2,1,6,5110.15306754069,1
223216,363.0,32.0,2,1,6,9.00496566814228,1
223217,363.0,32.0,2,1,4,12385.6495854,1
223218,363.0,32.0,2,1,6,5308.1355366,1
223219,363.0,32.0,2,1,6,8493.01685856,0
223220,363.0,32.0,2,1,6,7924.3697879652,0
223221,363.0,32.0,2,1,6,0.0,0
223222,363.0,32.0,2,1,4,13167.9521618294,0
223223,363.0,32.0,2,1,6,6596.74305082526,0
223224,363.0,32.0,2,1,4,7873.73437929,0
223225,363.0,32.0,2,1,4,7873.73437929,0
223226,363.0,32.0,2,1,4,10085.45751954,0
223227,363.0,32.0,2,1,6,13270.3388415,0
223228,363.0,32.0,2,1,6,9105.36364761796,0
223229,363.0,32.0,2,1,6,8316.07900734,0
223230,363.0,32.0,2,1,4,10684.8655048578,0
223231,363.0,32.0,2,1,6,7785.26545368,0
223232,363.0,32.0,2,1,4,11601.7424028021,0
223233,363.0,32.0,2,1,4,0.0,0
223234,363.0,32.0,2,1,6,7976.19790192645,0
223235,363.0,32.0,2,1,4,10684.8655048578,0
223236,363.0,32.0,2,1,6,7023.87322115098,0
223237,363.0,32.0,2,1,4,0.0,0
223238,363.0,32.0,2,1,6,0.0,0
223239,363.0,32.0,2,1,4,12916.46313906,0
223240,363.0,32.0,2,1,4,0.0,0
223241,363.0,32.0,2,1,4,9154.49986471104,0
223242,363.0,32.0,2,1,6,10332.8018274956,0
223243,363.0,32.0,2,1,4,8138.52598890843,0
223244,363.0,32.0,2,1,6,10616.2710732,0
223245,363.0,32.0,2,1,4,7924.3697879652,0
223246,363.0,32.0,2,1,4,8138.52598890843,0
223247,363.0,32.0,2,1,6,0.0,0
223248,363.0,32.0,2,1,6,7976.19790192645,0
223249,363.0,32.0,2,1,6,0.0,0
223250,363.0,32.0,2,1,6,0.0,0
223251,363.0,32.0,2,1,6,0.0,0
223252,363.0,32.0,2,1,4,8846.892561,0
223253,363.0,32.0,2,1,6,5120.87028515586,0
223254,363.0,32.0,2,1,6,12264.3673620977,0
223255,363.0,32.0,2,1,4,0.0,0
223256,363.0,32.0,1,4,1,162243.116414186,2
223257,363.0,32.0,1,4,7,259567.82773974,1
223258,363.0,32.0,1,4,1,138677.077158494,2
223259,363.0,32.0,1,4,1,149968.344065279,1
223260,363.0,32.0,1,4,1,56281.0354258892,2
223261,363.0,32.0,1,3,1,358299.1487205,2
223262,363.0,32.0,1,3,1,185784.743781,0
223263,363.0,32.0,1,3,1,138896.2132077,2
223264,363.0,32.0,1,3,1,107721.164212743,2
223265,363.0,32.0,1,3,1,102574.708846635,1
223266,363.0,32.0,1,3,2,94807.9886978985,1
223267,363.0,32.0,1,3,5,92726.0502073748,1
223268,363.0,32.0,1,2,7,238379.550932575,2
223269,363.0,32.0,1,2,5,349999.02918956,2
223270,363.0,32.0,1,2,1,308002.862161771,1
223271,363.0,32.0,1,2,1,235067.041106872,1
223272,363.0,32.0,1,2,1,266291.4660861,1
223273,363.0,32.0,1,2,1,381810.544329233,1
223274,363.0,32.0,1,2,1,321974.719179175,1
223275,363.0,32.0,1,2,1,176587.37675227,0
223276,363.0,32.0,1,2,1,369203.592393833,0
223277,363.0,32.0,1,2,5,136875.478155763,2
223278,363.0,32.0,1,2,1,144115.393909807,2
223279,363.0,32.0,1,2,5,102600.293927587,2
223280,363.0,32.0,1,2,1,106258.594884079,1
223281,363.0,32.0,1,2,1,105718.29694399,0
223282,363.0,32.0,1,2,1,120666.539953106,0
223283,363.0,32.0,1,2,1,89795.95949415,0
223284,363.0,32.0,1,2,7,16642.8284267566,1
223285,363.0,32.0,1,1,4,165868.660915061,1
223286,363.0,32.0,1,1,4,138995.050597088,1
223287,363.0,32.0,1,1,4,95170.5431479861,1
223288,363.0,32.0,1,1,6,59255.7847282321,0
223289,363.0,32.0,1,1,4,21369.7310097156,0
223290,363.0,32.0,1,1,4,21611.9176035415,0
223291,363.0,32.0,1,1,4,8610.66818957969,0
223292,381.0,33.0,2,1,4,14678.0940390719,0
223293,381.0,33.0,2,1,4,7785.26545368,0
223294,381.0,33.0,1,3,5,92726.0502073748,1
223295,381.0,33.0,1,2,5,102600.293927587,2
223296,381.0,33.0,1,2,1,140823.932841786,1
223297,381.0,33.0,1,1,4,24342.9109762848,0
223298,382.0,33.0,1,4,1,162243.116414186,2
223299,382.0,33.0,1,4,7,259567.82773974,1
223300,382.0,33.0,1,4,1,138677.077158494,2
223301,382.0,33.0,1,4,1,111494.248746342,1
223302,382.0,33.0,1,3,1,185784.743781,0
223303,382.0,33.0,1,3,1,107721.164212743,2
223304,382.0,33.0,1,3,1,102574.708846635,1
223305,382.0,33.0,1,3,2,94807.9886978985,1
223306,382.0,33.0,1,3,5,92726.0502073748,1
223307,382.0,33.0,1,2,1,177832.957767951,2
223308,382.0,33.0,1,2,5,349999.02918956,2
223309,382.0,33.0,1,2,1,238968.701913967,1
223310,382.0,33.0,1,2,1,437641.331471715,1
223311,382.0,33.0,1,2,1,162989.878593375,1
223312,382.0,33.0,1,2,1,211256.494574618,1
223313,382.0,33.0,1,2,1,176587.37675227,0
223314,382.0,33.0,1,2,1,159387.087625476,0
223315,382.0,33.0,1,2,1,134118.89122476,2
223316,382.0,33.0,1,2,5,102600.293927587,2
223317,382.0,33.0,1,2,1,139157.46180486,1
223318,382.0,33.0,1,2,1,106440.946641454,0
223319,382.0,33.0,1,2,1,120666.539953106,0
223320,382.0,33.0,1,2,1,87798.4152643872,0
223321,382.0,33.0,1,2,7,16642.8284267566,1
223322,382.0,33.0,1,1,4,66896.5492478055,0
223323,382.0,33.0,1,1,6,16314.9502539405,0
223324,382.0,33.0,1,1,6,1188.77345905404,0
223325,364.0,32.0,1,4,1,162243.116414186,2
223326,364.0,32.0,1,3,1,185784.743781,0
223327,364.0,32.0,1,3,1,107721.164212743,2
223328,364.0,32.0,1,3,5,92726.0502073748,1
223329,364.0,32.0,1,2,5,349999.02918956,2
223330,364.0,32.0,1,2,1,909607.246022244,1
223331,364.0,32.0,1,2,1,195427.85667249,1
223332,364.0,32.0,1,2,1,419631.40013543,1
223333,364.0,32.0,1,2,1,176587.37675227,0
223334,364.0,32.0,1,2,5,102600.293927587,2
223335,364.0,32.0,1,2,1,110586.1570125,1
223336,364.0,32.0,1,2,1,75624.2808182839,0
223337,364.0,32.0,1,1,4,21611.9176035415,0
223338,365.0,32.0,2,5,3,30907.766869965,1
223339,365.0,32.0,2,4,1,66617.10098433,2
223340,365.0,32.0,2,3,1,193606.761865059,2
223341,365.0,32.0,2,3,3,75002.4608550864,2
223342,365.0,32.0,2,3,3,94042.46792343,2
223343,365.0,32.0,2,3,2,86871.9066231798,1
223344,365.0,32.0,2,3,1,72544.5190002,2
223345,365.0,32.0,2,3,3,29194.7454513,2
223346,365.0,32.0,2,3,3,12264.3673620977,0
223347,365.0,32.0,2,2,1,442143.814305786,2
223348,365.0,32.0,2,2,1,206357.272054689,1
223349,365.0,32.0,2,2,1,346090.43698632,0
223350,365.0,32.0,2,2,1,127780.462830939,2
223351,365.0,32.0,2,2,7,119766.043386292,2
223352,365.0,32.0,2,2,7,114281.604965001,2
223353,365.0,32.0,2,2,1,135516.700249398,1
223354,365.0,32.0,2,2,7,128021.757128897,1
223355,365.0,32.0,2,2,1,102072.984727276,0
223356,365.0,32.0,2,2,7,77042.8206436078,2
223357,365.0,32.0,2,2,5,99702.4737740806,2
223358,365.0,32.0,2,2,1,94770.1114343911,2
223359,365.0,32.0,2,2,5,80470.818766735,2
223360,365.0,32.0,2,2,1,81044.6910132805,1
223361,365.0,32.0,2,2,1,87151.3377700577,0
223362,365.0,32.0,2,2,1,93376.4333250618,0
223363,365.0,32.0,2,2,7,69683.905466464,2
223364,365.0,32.0,2,2,5,51208.7028515586,2
223365,365.0,32.0,2,2,7,60727.8703896673,2
223366,365.0,32.0,2,2,7,58712.3761562876,2
223367,365.0,32.0,2,2,3,55830.7871424821,1
223368,365.0,32.0,2,2,1,67978.9593914186,0
223369,365.0,32.0,2,2,5,54632.1818857078,0
223370,365.0,32.0,2,2,1,40881.2245403256,2
223371,365.0,32.0,2,2,1,37164.7495821141,2
223372,365.0,32.0,2,2,5,48314.1744567484,2
223373,365.0,32.0,2,2,5,43674.08349049,2
223374,365.0,32.0,2,2,1,42199.67751597,1
223375,365.0,32.0,2,2,1,38181.0544329232,0
223376,365.0,32.0,2,2,7,27316.0909428539,2
223377,365.0,32.0,2,2,5,33768.6212555335,1
223378,365.0,32.0,2,2,3,25330.0190890745,1
223379,365.0,32.0,2,2,7,29896.4860182324,0
223380,365.0,32.0,2,2,5,25213.9038707984,0
223381,365.0,32.0,2,2,1,25484.0528408426,0
223382,365.0,32.0,2,2,5,7681.3054277338,1
223383,365.0,32.0,2,2,3,7113.9228778324,0
223384,365.0,32.0,2,2,1,11887.7345905404,0
223385,365.0,32.0,2,2,5,0.0,0
223386,365.0,32.0,2,1,4,166428.284267566,1
223387,365.0,32.0,2,1,6,158879.304463538,1
223388,365.0,32.0,2,1,4,356209.747211034,1
223389,365.0,32.0,2,1,6,102203.061350814,1
223390,365.0,32.0,2,1,4,117064.55368585,1
223391,365.0,32.0,2,1,4,101062.052961909,1
223392,365.0,32.0,2,1,4,113479.542877408,1
223393,365.0,32.0,2,1,4,99054.622349565,1
223394,365.0,32.0,2,1,6,90049.6566814228,1
223395,365.0,32.0,2,1,6,82691.567820204,1
223396,365.0,32.0,2,1,6,90049.6566814228,1
223397,365.0,32.0,2,1,4,72510.8900175132,1
223398,365.0,32.0,2,1,4,54866.4673409557,1
223399,365.0,32.0,2,1,6,73155.2897879409,1
223400,365.0,32.0,2,1,6,61928.247927,1
223401,365.0,32.0,2,1,4,54029.7940088537,1
223402,365.0,32.0,2,1,4,51101.5306754069,1
