household_id,PERSON_NUM,person_id,PUMA_GEOID,AGEP,SEX,WKHP,WKW,ESR,SCHG,MIL,NAICSP,INDP,OCCP,OCCCAT,DDRS,DEAR,DEYE,DOUT,DPHY,DREM,TOLLFACTOR,FAREFACTOR
24696,1,61033,1303,66,1,-8,-8,6,-8,4,,,,999,,,,,,,,
24899,1,61514,1303,35,2,7,6,1,16,4,,,,2,,,,,,,,
24899,2,61515,1303,27,1,46,1,1,-8,4,,,,4,,,,,,,,
24900,1,61516,1303,43,2,30,4,1,-8,4,,,,1,,,,,,,,
24901,1,61517,1303,48,1,40,1,1,-8,4,,,,6,,,,,,,,
24901,2,61518,1303,43,2,-8,-8,6,-8,4,,,,999,,,,,,,,
24901,3,61519,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
24901,4,61520,1303,7,2,-8,-8,-8,3,-8,,,,999,,,,,,,,
24902,1,61521,1303,58,1,40,1,1,-8,2,,,,4,,,,,,,,
24902,2,61522,1303,53,2,36,5,1,-8,4,,,,2,,,,,,,,
24902,3,61523,1303,75,2,-8,-8,6,-8,4,,,,999,,,,,,,,
24903,1,61524,1303,65,1,-8,-8,6,-8,2,,,,999,,,,,,,,
24903,2,61525,1303,61,2,40,1,1,-8,4,,,,1,,,,,,,,
24904,1,61526,1303,33,1,55,1,1,-8,4,,,,1,,,,,,,,
24904,2,61527,1303,33,1,55,1,1,-8,4,,,,1,,,,,,,,
24905,1,61528,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
24905,2,61529,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
24906,1,61530,1303,32,1,40,1,1,-8,4,,,,3,,,,,,,,
24906,2,61531,1303,35,2,24,1,1,16,4,,,,4,,,,,,,,
24907,1,61532,1303,33,2,40,4,3,-8,4,,,,999,,,,,,,,
24907,2,61533,1303,36,1,55,1,1,-8,4,,,,2,,,,,,,,
24908,1,61534,1303,81,2,-8,-8,6,-8,4,,,,999,,,,,,,,
24908,2,61535,1303,30,1,45,1,1,-8,4,,,,3,,,,,,,,
24909,1,61536,1303,52,2,20,1,1,-8,4,,,,1,,,,,,,,
24910,1,61537,1303,72,2,-8,-8,6,-8,4,,,,999,,,,,,,,
24911,1,61538,1303,65,2,-8,-8,6,-8,4,,,,999,,,,,,,,
24912,1,61539,1303,64,1,-8,-8,6,-8,4,,,,999,,,,,,,,
25023,1,61822,1303,35,2,7,6,1,16,4,,,,2,,,,,,,,
25023,2,61823,1303,27,1,46,1,1,-8,4,,,,4,,,,,,,,
25024,1,61824,1303,35,2,50,1,1,-8,4,,,,1,,,,,,,,
25025,1,61825,1303,35,2,40,1,1,15,4,,,,2,,,,,,,,
25025,2,61826,1303,40,1,45,1,1,-8,4,,,,4,,,,,,,,
25025,3,61827,1303,9,2,-8,-8,-8,5,-8,,,,999,,,,,,,,
25025,4,61828,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25025,5,61829,1303,22,2,16,5,1,-8,4,,,,1,,,,,,,,
25025,6,61830,1303,32,1,16,6,1,-8,4,,,,5,,,,,,,,
25026,1,61831,1303,35,1,35,3,1,-8,4,,,,6,,,,,,,,
25026,2,61832,1303,36,2,16,1,1,-8,4,,,,1,,,,,,,,
25026,3,61833,1303,28,1,25,4,1,-8,4,,,,4,,,,,,,,
25026,4,61834,1303,28,1,39,1,1,-8,4,,,,4,,,,,,,,
25026,5,61835,1303,24,2,25,1,1,-8,4,,,,3,,,,,,,,
25027,1,61836,1303,46,1,40,1,1,16,2,,,,1,,,,,,,,
25027,2,61837,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
25027,3,61838,1303,2,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25027,4,61839,1303,51,2,30,1,1,-8,4,,,,2,,,,,,,,
25028,1,61840,1303,58,1,40,1,1,-8,2,,,,4,,,,,,,,
25028,2,61841,1303,53,2,36,5,1,-8,4,,,,2,,,,,,,,
25028,3,61842,1303,75,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25029,1,61843,1303,65,1,-8,-8,6,-8,2,,,,999,,,,,,,,
25029,2,61844,1303,61,2,40,1,1,-8,4,,,,1,,,,,,,,
25030,1,61845,1303,27,1,40,1,1,-8,4,,,,1,,,,,,,,
25030,2,61846,1303,28,1,40,1,1,-8,4,,,,1,,,,,,,,
25031,1,61847,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
25031,2,61848,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
25032,1,61849,1303,28,2,-8,-8,6,16,4,,,,999,,,,,,,,
25032,2,61850,1303,35,1,36,1,1,-8,4,,,,2,,,,,,,,
25033,1,61851,1303,81,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25033,2,61852,1303,30,1,45,1,1,-8,4,,,,3,,,,,,,,
25034,1,61853,1303,65,1,-8,-8,6,-8,4,,,,999,,,,,,,,
25034,2,61854,1303,62,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25035,1,61855,1303,52,2,20,1,1,-8,4,,,,1,,,,,,,,
25036,1,61856,1303,67,1,-8,-8,6,-8,4,,,,999,,,,,,,,
25037,1,61857,1303,59,1,-8,-8,6,-8,4,,,,999,,,,,,,,
25153,1,62113,1303,62,1,-8,-8,6,-8,2,,,,999,,,,,,,,
25153,2,62114,1303,71,2,40,6,6,-8,4,,,,999,,,,,,,,
25153,3,62115,1303,36,1,40,1,1,-8,4,,,,4,,,,,,,,
25153,4,62116,1303,10,2,-8,-8,-8,6,-8,,,,999,,,,,,,,
25154,1,62117,1303,42,1,40,1,1,-8,4,,,,2,,,,,,,,
25154,2,62118,1303,29,2,50,1,1,-8,4,,,,6,,,,,,,,
25154,3,62119,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25155,1,62120,1303,52,2,40,1,1,15,4,,,,1,,,,,,,,
25155,2,62121,1303,16,1,-8,-8,6,12,-8,,,,999,,,,,,,,
25155,3,62122,1303,58,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25156,1,62123,1303,62,1,40,6,3,-8,4,,,,999,,,,,,,,
25156,2,62124,1303,5,2,-8,-8,-8,1,-8,,,,999,,,,,,,,
25156,3,62125,1303,28,2,40,1,1,-8,4,,,,2,,,,,,,,
25157,1,62126,1303,57,1,40,1,1,16,4,,,,2,,,,,,,,
25157,2,62127,1303,52,1,40,1,1,-8,4,,,,1,,,,,,,,
25158,1,62128,1303,35,2,7,6,1,16,4,,,,2,,,,,,,,
25158,2,62129,1303,27,1,46,1,1,-8,4,,,,4,,,,,,,,
25159,1,62130,1303,36,2,40,1,1,-8,2,,,,1,,,,,,,,
25159,2,62131,1303,32,1,40,1,1,-8,4,,,,5,,,,,,,,
25160,1,62132,1303,31,2,45,2,1,-8,4,,,,4,,,,,,,,
25160,2,62133,1303,40,1,40,1,1,-8,4,,,,1,,,,,,,,
25161,1,62134,1303,61,2,50,1,1,-8,4,,,,2,,,,,,,,
25162,1,62135,1303,35,2,50,1,1,-8,4,,,,1,,,,,,,,
25163,1,62136,1303,29,2,40,1,1,-8,4,,,,1,,,,,,,,
25163,2,62137,1303,14,1,-8,-8,-8,10,-8,,,,999,,,,,,,,
25163,3,62138,1303,38,1,40,1,1,-8,2,,,,6,,,,,,,,
25163,4,62139,1303,5,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25164,1,62140,1303,32,2,35,1,1,-8,4,,,,6,,,,,,,,
25164,2,62141,1303,36,1,36,1,1,-8,4,,,,3,,,,,,,,
25165,1,62142,1303,37,2,38,1,1,-8,4,,,,4,,,,,,,,
25165,2,62143,1303,30,2,40,6,1,15,4,,,,1,,,,,,,,
25166,1,62144,1303,34,1,50,1,1,-8,4,,,,1,,,,,,,,
25167,1,62145,1303,83,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25168,1,62146,1303,74,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25169,1,62147,1303,63,1,-8,-8,6,-8,2,,,,999,,,,,,,,
25170,1,62148,1303,34,2,25,6,6,-8,4,,,,999,,,,,,,,
25171,1,62149,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
25171,2,62150,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
25172,1,62151,1303,28,2,-8,-8,6,16,4,,,,999,,,,,,,,
25172,2,62152,1303,35,1,36,1,1,-8,4,,,,2,,,,,,,,
25173,1,62153,1303,50,2,40,4,1,-8,4,,,,1,,,,,,,,
25174,1,62154,1303,69,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25262,1,62338,1303,29,2,40,1,1,-8,4,,,,1,,,,,,,,
25262,2,62339,1303,14,1,-8,-8,-8,10,-8,,,,999,,,,,,,,
25262,3,62340,1303,38,1,40,1,1,-8,2,,,,6,,,,,,,,
25262,4,62341,1303,5,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25263,1,62342,1303,64,1,-8,-8,6,-8,4,,,,999,,,,,,,,
25264,1,62343,1303,58,1,40,1,1,-8,2,,,,4,,,,,,,,
25264,2,62344,1303,53,2,36,5,1,-8,4,,,,2,,,,,,,,
25264,3,62345,1303,75,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25265,1,62346,1303,67,1,-8,-8,6,-8,2,,,,999,,,,,,,,
25265,2,62347,1303,64,2,50,1,1,-8,4,,,,1,,,,,,,,
25266,1,62348,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
25266,2,62349,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
25267,1,62350,1303,35,2,40,1,1,-8,4,,,,2,,,,,,,,
25267,2,62351,1303,33,1,-8,-8,3,15,4,,,,999,,,,,,,,
25268,1,62352,1303,63,1,2,1,1,-8,4,,,,1,,,,,,,,
25269,1,62353,1303,53,1,50,1,1,-8,4,,,,1,,,,,,,,
25270,1,62354,1303,68,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25271,1,62355,1303,35,2,7,6,1,16,4,,,,2,,,,,,,,
25271,2,62356,1303,27,1,46,1,1,-8,4,,,,4,,,,,,,,
25272,1,62357,1303,35,2,50,1,1,-8,4,,,,1,,,,,,,,
25273,1,62358,1303,29,2,40,1,1,-8,4,,,,1,,,,,,,,
25273,2,62359,1303,14,1,-8,-8,-8,10,-8,,,,999,,,,,,,,
25273,3,62360,1303,38,1,40,1,1,-8,2,,,,6,,,,,,,,
25273,4,62361,1303,5,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25274,1,62362,1303,39,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25274,2,62363,1303,46,1,1,6,3,-8,4,,,,999,,,,,,,,
25274,3,62364,1303,7,1,-8,-8,-8,5,-8,,,,999,,,,,,,,
25274,4,62365,1303,85,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25275,1,62366,1303,35,1,40,1,1,-8,4,,,,5,,,,,,,,
25275,2,62367,1303,16,2,-8,-8,3,12,-8,,,,999,,,,,,,,
25275,3,62368,1303,32,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25276,1,62369,1303,32,2,35,1,1,-8,4,,,,6,,,,,,,,
25276,2,62370,1303,36,1,36,1,1,-8,4,,,,3,,,,,,,,
25277,1,62371,1303,37,2,38,1,1,-8,4,,,,4,,,,,,,,
25277,2,62372,1303,30,2,40,6,1,15,4,,,,1,,,,,,,,
25278,1,62373,1303,57,1,40,3,1,-8,4,,,,5,,,,,,,,
25278,2,62374,1303,48,2,40,1,1,-8,4,,,,3,,,,,,,,
25279,1,62375,1303,34,1,50,1,1,-8,4,,,,1,,,,,,,,
25280,1,62376,1303,77,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25281,1,62377,1303,74,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25282,1,62378,1303,61,1,-8,-8,6,-8,4,,,,999,,,,,,,,
25283,1,62379,1303,30,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25284,1,62380,1303,35,2,40,1,1,15,4,,,,2,,,,,,,,
25284,2,62381,1303,40,1,45,1,1,-8,4,,,,4,,,,,,,,
25284,3,62382,1303,9,2,-8,-8,-8,5,-8,,,,999,,,,,,,,
25284,4,62383,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25284,5,62384,1303,22,2,16,5,1,-8,4,,,,1,,,,,,,,
25284,6,62385,1303,32,1,16,6,1,-8,4,,,,5,,,,,,,,
25285,1,62386,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
25285,2,62387,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
25286,1,62388,1303,33,2,40,4,3,-8,4,,,,999,,,,,,,,
25286,2,62389,1303,36,1,55,1,1,-8,4,,,,2,,,,,,,,
25287,1,62390,1303,55,1,40,1,1,-8,4,,,,1,,,,,,,,
25288,1,62391,1303,52,2,20,1,1,-8,4,,,,1,,,,,,,,
25289,1,62392,1303,72,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25336,1,62519,1303,35,2,40,1,1,15,4,,,,2,,,,,,,,
25336,2,62520,1303,40,1,45,1,1,-8,4,,,,4,,,,,,,,
25336,3,62521,1303,9,2,-8,-8,-8,5,-8,,,,999,,,,,,,,
25336,4,62522,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25336,5,62523,1303,22,2,16,5,1,-8,4,,,,1,,,,,,,,
25336,6,62524,1303,32,1,16,6,1,-8,4,,,,5,,,,,,,,
25337,1,62525,1303,35,1,35,3,1,-8,4,,,,6,,,,,,,,
25337,2,62526,1303,36,2,16,1,1,-8,4,,,,1,,,,,,,,
25337,3,62527,1303,28,1,25,4,1,-8,4,,,,4,,,,,,,,
25337,4,62528,1303,28,1,39,1,1,-8,4,,,,4,,,,,,,,
25337,5,62529,1303,24,2,25,1,1,-8,4,,,,3,,,,,,,,
25338,1,62530,1303,46,1,40,1,1,16,2,,,,1,,,,,,,,
25338,2,62531,1303,10,1,-8,-8,-8,6,-8,,,,999,,,,,,,,
25338,3,62532,1303,2,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25338,4,62533,1303,51,2,30,1,1,-8,4,,,,2,,,,,,,,
25339,1,62534,1303,36,2,10,3,1,-8,4,,,,3,,,,,,,,
25339,2,62535,1303,33,1,40,1,1,-8,4,,,,4,,,,,,,,
25339,3,62536,1303,7,2,-8,-8,-8,4,-8,,,,999,,,,,,,,
25339,4,62537,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25340,1,62538,1303,58,1,40,1,1,-8,2,,,,4,,,,,,,,
25340,2,62539,1303,53,2,36,5,1,-8,4,,,,2,,,,,,,,
25340,3,62540,1303,75,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25341,1,62541,1303,67,1,-8,-8,6,-8,2,,,,999,,,,,,,,
25341,2,62542,1303,64,2,50,1,1,-8,4,,,,1,,,,,,,,
25342,1,62543,1303,34,1,45,1,1,-8,4,,,,1,,,,,,,,
25342,2,62544,1303,28,1,40,1,1,-8,4,,,,1,,,,,,,,
25343,1,62545,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
25343,2,62546,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
25344,1,62547,1303,32,1,40,1,1,-8,4,,,,3,,,,,,,,
25344,2,62548,1303,35,2,24,1,1,16,4,,,,4,,,,,,,,
25345,1,62549,1303,35,2,40,1,1,-8,4,,,,2,,,,,,,,
25345,2,62550,1303,33,1,-8,-8,3,15,4,,,,999,,,,,,,,
25346,1,62551,1303,65,1,-8,-8,6,-8,4,,,,999,,,,,,,,
25346,2,62552,1303,62,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25347,1,62553,1303,52,2,20,1,1,-8,4,,,,1,,,,,,,,
25348,1,62554,1303,70,1,-8,-8,6,-8,3,,,,999,,,,,,,,
25349,1,62555,1303,65,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25365,1,62586,1303,35,2,7,6,1,16,4,,,,2,,,,,,,,
25365,2,62587,1303,27,1,46,1,1,-8,4,,,,4,,,,,,,,
25366,1,62588,1303,43,2,30,4,1,-8,4,,,,1,,,,,,,,
25367,1,62589,1303,29,2,40,1,1,-8,4,,,,1,,,,,,,,
25367,2,62590,1303,14,1,-8,-8,-8,10,-8,,,,999,,,,,,,,
25367,3,62591,1303,38,1,40,1,1,-8,2,,,,6,,,,,,,,
25367,4,62592,1303,5,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25368,1,62593,1303,32,2,35,1,1,-8,4,,,,6,,,,,,,,
25368,2,62594,1303,36,1,36,1,1,-8,4,,,,3,,,,,,,,
25369,1,62595,1303,70,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25370,1,62596,1303,55,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25371,1,62597,1303,35,2,40,1,1,15,4,,,,2,,,,,,,,
25371,2,62598,1303,40,1,45,1,1,-8,4,,,,4,,,,,,,,
25371,3,62599,1303,9,2,-8,-8,-8,5,-8,,,,999,,,,,,,,
25371,4,62600,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25371,5,62601,1303,22,2,16,5,1,-8,4,,,,1,,,,,,,,
25371,6,62602,1303,32,1,16,6,1,-8,4,,,,5,,,,,,,,
25372,1,62603,1303,35,1,35,3,1,-8,4,,,,6,,,,,,,,
25372,2,62604,1303,36,2,16,1,1,-8,4,,,,1,,,,,,,,
25372,3,62605,1303,28,1,25,4,1,-8,4,,,,4,,,,,,,,
25372,4,62606,1303,28,1,39,1,1,-8,4,,,,4,,,,,,,,
25372,5,62607,1303,24,2,25,1,1,-8,4,,,,3,,,,,,,,
25373,1,62608,1303,36,2,10,3,1,-8,4,,,,3,,,,,,,,
25373,2,62609,1303,33,1,40,1,1,-8,4,,,,4,,,,,,,,
25373,3,62610,1303,7,2,-8,-8,-8,4,-8,,,,999,,,,,,,,
25373,4,62611,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
25374,1,62612,1303,58,1,40,1,1,-8,2,,,,4,,,,,,,,
25374,2,62613,1303,53,2,36,5,1,-8,4,,,,2,,,,,,,,
25374,3,62614,1303,75,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25375,1,62615,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25375,2,62616,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
25375,3,62617,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
25376,1,62618,1303,67,1,-8,-8,6,-8,2,,,,999,,,,,,,,
25376,2,62619,1303,64,2,50,1,1,-8,4,,,,1,,,,,,,,
25377,1,62620,1303,27,2,45,1,1,-8,4,,,,1,,,,,,,,
25377,2,62621,1303,27,1,50,1,1,-8,4,,,,1,,,,,,,,
25378,1,62622,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
25378,2,62623,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
25379,1,62624,1303,28,2,-8,-8,6,16,4,,,,999,,,,,,,,
25379,2,62625,1303,35,1,36,1,1,-8,4,,,,2,,,,,,,,
25380,1,62626,1303,81,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25380,2,62627,1303,30,1,45,1,1,-8,4,,,,3,,,,,,,,
25381,1,62628,1303,55,2,40,1,1,-8,4,,,,1,,,,,,,,
25382,1,62629,1303,50,1,43,1,1,-8,4,,,,1,,,,,,,,
25383,1,62630,1303,70,1,-8,-8,6,-8,3,,,,999,,,,,,,,
25384,1,62631,1303,65,2,-8,-8,6,-8,4,,,,999,,,,,,,,
25385,1,62632,1303,63,1,-8,-8,6,-8,4,,,,999,,,,,,,,
26679,1,65646,1303,29,2,40,1,1,-8,4,,,,1,,,,,,,,
26679,2,65647,1303,14,1,-8,-8,-8,10,-8,,,,999,,,,,,,,
26679,3,65648,1303,38,1,40,1,1,-8,2,,,,6,,,,,,,,
26679,4,65649,1303,5,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
26680,1,65650,1303,37,2,38,1,1,-8,4,,,,4,,,,,,,,
26680,2,65651,1303,30,2,40,6,1,15,4,,,,1,,,,,,,,
26681,1,65652,1303,34,1,50,1,1,-8,4,,,,1,,,,,,,,
26682,1,65653,1303,29,2,35,1,1,-8,4,,,,1,,,,,,,,
26683,1,65654,1303,64,1,-8,-8,6,-8,4,,,,999,,,,,,,,
26684,1,65655,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26684,2,65656,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
26684,3,65657,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
26685,1,65658,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
26685,2,65659,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
26686,1,65660,1303,81,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26686,2,65661,1303,30,1,45,1,1,-8,4,,,,3,,,,,,,,
26687,1,65662,1303,71,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26827,1,65978,1303,35,1,35,3,1,-8,4,,,,6,,,,,,,,
26827,2,65979,1303,36,2,16,1,1,-8,4,,,,1,,,,,,,,
26827,3,65980,1303,28,1,25,4,1,-8,4,,,,4,,,,,,,,
26827,4,65981,1303,28,1,39,1,1,-8,4,,,,4,,,,,,,,
26827,5,65982,1303,24,2,25,1,1,-8,4,,,,3,,,,,,,,
26828,1,65983,1303,36,2,10,3,1,-8,4,,,,3,,,,,,,,
26828,2,65984,1303,33,1,40,1,1,-8,4,,,,4,,,,,,,,
26828,3,65985,1303,7,2,-8,-8,-8,4,-8,,,,999,,,,,,,,
26828,4,65986,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
26829,1,65987,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
26829,2,65988,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
26829,3,65989,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
26830,1,65990,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26830,2,65991,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
26830,3,65992,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
26831,1,65993,1303,35,1,40,1,1,-8,4,,,,1,,,,,,,,
26831,2,65994,1303,32,2,40,5,3,-8,4,,,,999,,,,,,,,
26831,3,65995,1303,0,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
26832,1,65996,1303,65,1,-8,-8,6,-8,2,,,,999,,,,,,,,
26832,2,65997,1303,61,2,40,1,1,-8,4,,,,1,,,,,,,,
26833,1,65998,1303,63,1,40,1,1,-8,4,,,,1,,,,,,,,
26833,2,65999,1303,61,2,40,1,1,-8,4,,,,4,,,,,,,,
26834,1,66000,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
26834,2,66001,1303,20,1,20,6,1,15,4,,,,4,,,,,,,,
26835,1,66002,1303,35,2,40,1,1,-8,4,,,,2,,,,,,,,
26835,2,66003,1303,33,1,-8,-8,3,15,4,,,,999,,,,,,,,
26836,1,66004,1303,81,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26836,2,66005,1303,30,1,45,1,1,-8,4,,,,3,,,,,,,,
26837,1,66006,1303,52,1,30,1,1,-8,4,,,,3,,,,,,,,
26837,2,66007,1303,42,2,-8,-8,3,-8,4,,,,999,,,,,,,,
26838,1,66008,1303,55,2,40,1,1,-8,4,,,,1,,,,,,,,
26839,1,66009,1303,52,2,20,1,1,-8,4,,,,1,,,,,,,,
26840,1,66010,1303,73,1,-8,-8,6,-8,4,,,,999,,,,,,,,
26841,1,66011,1303,73,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26913,1,66168,1303,35,2,40,1,1,15,4,,,,2,,,,,,,,
26913,2,66169,1303,40,1,45,1,1,-8,4,,,,4,,,,,,,,
26913,3,66170,1303,9,2,-8,-8,-8,5,-8,,,,999,,,,,,,,
26913,4,66171,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
26913,5,66172,1303,22,2,16,5,1,-8,4,,,,1,,,,,,,,
26913,6,66173,1303,32,1,16,6,1,-8,4,,,,5,,,,,,,,
26914,1,66174,1303,35,1,35,3,1,-8,4,,,,6,,,,,,,,
26914,2,66175,1303,36,2,16,1,1,-8,4,,,,1,,,,,,,,
26914,3,66176,1303,28,1,25,4,1,-8,4,,,,4,,,,,,,,
26914,4,66177,1303,28,1,39,1,1,-8,4,,,,4,,,,,,,,
26914,5,66178,1303,24,2,25,1,1,-8,4,,,,3,,,,,,,,
26915,1,66179,1303,24,2,40,1,1,15,4,,,,6,,,,,,,,
26915,2,66180,1303,25,1,40,1,1,15,4,,,,6,,,,,,,,
26915,3,66181,1303,22,1,20,1,1,15,4,,,,2,,,,,,,,
26915,4,66182,1303,20,2,40,1,1,15,4,,,,4,,,,,,,,
26915,5,66183,1303,16,1,-8,-8,6,13,-8,,,,999,,,,,,,,
26915,6,66184,1303,14,2,-8,-8,-8,-8,-8,,,,999,,,,,,,,
26915,7,66185,1303,58,1,40,1,1,-8,4,,,,5,,,,,,,,
26916,1,66186,1303,48,1,40,1,1,-8,4,,,,6,,,,,,,,
26916,2,66187,1303,43,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26916,3,66188,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
26916,4,66189,1303,7,2,-8,-8,-8,3,-8,,,,999,,,,,,,,
26917,1,66190,1303,36,2,10,3,1,-8,4,,,,3,,,,,,,,
26917,2,66191,1303,33,1,40,1,1,-8,4,,,,4,,,,,,,,
26917,3,66192,1303,7,2,-8,-8,-8,4,-8,,,,999,,,,,,,,
26917,4,66193,1303,1,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
26918,1,66194,1303,53,1,40,1,1,-8,4,,,,2,,,,,,,,
26918,2,66195,1303,44,2,40,1,1,15,4,,,,1,,,,,,,,
26918,3,66196,1303,23,2,20,5,6,-8,4,,,,999,,,,,,,,
26918,4,66197,1303,17,1,-8,-8,6,13,4,,,,999,,,,,,,,
26919,1,66198,1303,45,1,50,1,1,-8,4,,,,1,,,,,,,,
26919,2,66199,1303,43,2,60,1,1,-8,4,,,,4,,,,,,,,
26919,3,66200,1303,11,1,-8,-8,-8,8,-8,,,,999,,,,,,,,
26920,1,66201,1303,58,1,40,1,1,-8,2,,,,4,,,,,,,,
26920,2,66202,1303,53,2,36,5,1,-8,4,,,,2,,,,,,,,
26920,3,66203,1303,75,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26921,1,66204,1303,54,2,40,1,1,-8,4,,,,2,,,,,,,,
26921,2,66205,1303,58,1,40,1,1,-8,4,,,,6,,,,,,,,
26921,3,66206,1303,89,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26922,1,66207,1303,54,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26922,2,66208,1303,57,1,50,1,1,-8,4,,,,2,,,,,,,,
26922,3,66209,1303,28,1,20,5,6,15,4,,,,999,,,,,,,,
26923,1,66210,1303,39,1,50,1,1,-8,4,,,,1,,,,,,,,
26923,2,66211,1303,34,2,-8,-8,6,-8,4,,,,999,,,,,,,,
26923,3,66212,1303,2,1,-8,-8,-8,-8,-8,,,,999,,,,,,,,
26924,1,66213,1303,65,1,-8,-8,6,-8,2,,,,999,,,,,,,,
26924,2,66214,1303,61,2,40,1,1,-8,4,,,,1,,,,,,,,
26925,1,66215,1303,62,2,30,2,1,-8,4,,,,2,,,,,,,,
26925,2,66216,1303,65,1,40,1,1,-8,4,,,,1,,,,,,,,
26926,1,66217,1303,57,2,40,1,1,-8,4,,,,4,,,,,,,,
26926,2,66218,1303,58,1,40,1,1,-8,4,,,,1,,,,,,,,
26927,1,66219,1303,33,2,40,1,1,-8,4,,,,2,,,,,,,,
26927,2,66220,1303,37,1,30,1,1,-8,4,,,,1,,,,,,,,
26928,1,66221,1303,50,2,40,1,1,-8,4,,,,1,,,,,,,,
