PUMA,TRACT,BG,BLOCK,household_id,wgtp,SERIALNO,employed,soc,OCCP,AGEP,SEX,WKHP,ESR,SCHG,WKW,MIL,SCHL,per_num,GQFLAG,person_id
1104,41047000600,410470006001,410470006001024,791216,32,2019HU0879902,1,51,6,35,1,40,1,-8,1,4,7,5,0,79121605
1104,41047000600,410470006001,410470006001024,791217,35,2019HU0939300,0,0,999,65,2,-8,6,-8,-8,4,11,1,0,79121701
1104,41047000600,410470006001,410470006001024,791218,48,2019HU1301389,1,43,4,38,1,40,1,-8,1,4,9,1,0,79121801
1104,41047000600,410470006001,410470006001024,791218,48,2019HU1301389,1,53,6,32,2,40,1,-8,1,4,9,2,0,79121802
1104,41047000600,410470006001,410470006001024,791219,135,2020HU0141065,1,47,5,27,1,50,1,-8,1,4,4,1,0,79121901
1104,41047000600,410470006001,410470006001024,791219,135,2020HU0141065,1,45,5,22,2,40,1,-8,5,4,8,2,0,79121902
1104,41047000600,410470006001,410470006001024,791219,135,2020HU0141065,0,0,999,3,1,-8,-8,-8,-8,-8,1,3,0,79121903
1104,41047000600,410470006001,410470006001024,791220,31,2020HU0867309,1,15,1,27,2,40,1,-8,1,4,11,1,0,79122001
1104,41047000600,410470006001,410470006001024,791220,31,2020HU0867309,1,43,4,28,2,40,1,-8,1,4,12,2,0,79122002
1104,41047000600,410470006001,410470006001024,791220,31,2020HU0867309,0,0,999,30,2,30,6,6,4,4,11,3,0,79122003
1104,41047000600,410470006001,410470006001024,791221,74,2020HU0955534,1,11,1,53,2,40,1,-8,1,4,13,1,0,79122101
1104,41047000600,410470006001,410470006001024,791221,74,2020HU0955534,0,0,999,18,1,-8,6,-8,-8,4,8,2,0,79122102
1104,41047000600,410470006001,410470006001024,791221,74,2020HU0955534,0,0,999,15,1,-8,-8,5,-8,-8,5,3,0,79122103
1104,41047000600,410470006001,410470006001024,791222,36,2020HU0963968,1,53,6,44,1,55,1,-8,1,4,12,1,0,79122201
1104,41047000600,410470006001,410470006001024,791222,36,2020HU0963968,1,43,4,45,2,40,1,-8,1,4,13,2,0,79122202
1104,41047000600,410470006001,410470006001024,791222,36,2020HU0963968,1,37,3,44,1,50,1,-8,1,4,9,3,0,79122203
1104,41047000600,410470006001,410470006001024,791223,31,2020HU0979787,0,0,999,48,1,-8,6,-8,-8,4,9,1,0,79122301
1104,41047000600,410470006001,410470006001024,791223,31,2020HU0979787,1,41,4,22,1,30,1,-8,1,4,9,2,0,79122302
1104,41047000600,410470006001,410470006001024,791223,31,2020HU0979787,0,0,999,21,1,30,6,-8,6,4,8,3,0,79122303
1104,41047000600,410470006001,410470006001024,791224,121,2020HU1049034,1,35,3,26,2,40,1,-8,1,4,13,1,0,79122401
1104,41047000600,410470006001,410470006001024,791225,117,2020HU1080619,0,0,999,53,1,-8,6,-8,-8,4,12,1,0,79122501
1104,41047000600,410470006001,410470006001024,791226,38,2021HU0275019,1,11,1,34,1,40,1,-8,1,4,13,1,0,79122601
1104,41047000600,410470006001,410470006001024,791226,38,2021HU0275019,1,15,1,37,2,40,1,-8,1,4,14,2,0,79122602
1104,41047000600,410470006001,410470006001024,791226,38,2021HU0275019,0,0,999,5,2,-8,-8,1,-8,-8,2,3,0,79122603
1104,41047000600,410470006001,410470006001024,791227,26,2021HU0348754,1,29,2,61,2,32,1,-8,1,4,14,1,0,79122701
1104,41047000600,410470006001,410470006001024,791227,26,2021HU0348754,0,0,999,60,1,-8,6,-8,-8,4,14,2,0,79122702
1104,41047000600,410470006001,410470006001024,791228,77,2021HU0587510,1,47,5,30,1,40,1,-8,1,2,9,1,0,79122801
1104,41047000600,410470006001,410470006001024,791228,77,2021HU0587510,0,0,999,29,2,-8,6,-8,-8,4,11,2,0,79122802
1104,41047000600,410470006001,410470006001024,791228,77,2021HU0587510,0,0,999,0,1,-8,-8,-8,-8,-8,-8,3,0,79122803
1104,41047000600,410470006001,410470006001024,791229,42,2021HU0821649,1,15,1,32,2,40,1,6,1,4,12,1,0,79122901
1104,41047000600,410470006001,410470006001024,791229,42,2021HU0821649,0,0,999,9,2,-8,-8,3,-8,-8,2,2,0,79122902
1104,41047000600,410470006001,410470006001024,791230,29,2021HU0825660,0,0,999,71,2,-8,6,-8,-8,4,14,1,0,79123001
1104,41047000600,410470006001,410470006001024,791230,29,2021HU0825660,0,0,999,72,1,-8,6,-8,-8,4,14,2,0,79123002
1104,41047000600,410470006001,410470006001024,791231,36,2021HU0918996,0,0,999,40,2,-8,6,-8,-8,4,3,1,0,79123101
1104,41047000600,410470006001,410470006001024,791231,36,2021HU0918996,0,0,999,20,2,38,3,5,3,4,7,2,0,79123102
1104,41047000600,410470006001,410470006001024,791231,36,2021HU0918996,0,0,999,19,1,-8,6,5,-8,4,7,3,0,79123103
1104,41047000600,410470006001,410470006001024,791231,36,2021HU0918996,0,0,999,18,1,-8,6,5,-8,4,7,4,0,79123104
1104,41047000600,410470006001,410470006001024,791231,36,2021HU0918996,0,0,999,15,1,-8,-8,5,-8,-8,5,5,0,79123105
1104,41047000600,410470006001,410470006001024,791231,36,2021HU0918996,0,0,999,12,2,-8,-8,4,-8,-8,3,6,0,79123106
1104,41047000600,410470006001,410470006001024,791231,36,2021HU0918996,0,0,999,6,1,-8,-8,3,-8,-8,2,7,0,79123107
1104,41047000600,410470006001,410470006001024,791232,10,2021HU0943718,0,0,999,73,1,-8,6,-8,-8,4,13,1,0,79123201
1104,41047000600,410470006001,410470006001024,791232,10,2021HU0943718,1,41,4,59,2,32,1,-8,1,4,11,2,0,79123202
1104,41047000600,410470006001,410470006001024,791233,17,2021HU1062099,0,0,999,24,2,-8,6,-8,-8,4,9,1,0,79123301
1104,41047000600,410470006001,410470006001024,791233,17,2021HU1062099,1,43,4,39,1,40,1,-8,1,4,10,2,0,79123302
1104,41047000600,410470006001,410470006001024,791233,17,2021HU1062099,0,0,999,5,2,-8,-8,2,-8,-8,2,3,0,79123303
1104,41047000600,410470006001,410470006001024,791233,17,2021HU1062099,0,0,999,3,2,-8,-8,-8,-8,-8,1,4,0,79123304
1104,41047000600,410470006001,410470006001024,791233,17,2021HU1062099,0,0,999,62,2,-8,6,-8,-8,4,12,5,0,79123305
1104,41047000600,410470006001,410470006001024,791234,23,2021HU1318407,1,27,1,57,1,40,1,-8,1,4,13,1,0,79123401
1104,41047000600,410470006001,410470006001024,791234,23,2021HU1318407,0,0,999,44,2,-8,6,-8,-8,4,14,2,0,79123402
1104,41047000600,410470006001,410470006001024,791234,23,2021HU1318407,0,0,999,53,1,20,6,-8,3,2,8,3,0,79123403
1104,41047000600,410470006001,410470006001024,791235,34,2022HU0553417,1,11,1,95,2,39,1,-8,1,4,9,1,0,79123501
1104,41047000600,410470006001,410470006001024,791236,25,2022HU0594615,1,17,1,27,1,45,1,-8,1,4,14,1,0,79123601
1104,41047000600,410470006001,410470006001024,791236,25,2022HU0594615,1,13,1,25,2,42,1,-8,1,4,13,2,0,79123602
1104,41047000600,410470006001,410470006001024,791237,47,2022HU1103048,1,53,6,20,2,35,1,-8,1,4,9,1,0,79123701
1104,41047000600,410470006001,410470006001024,791237,47,2022HU1103048,1,31,2,26,1,39,1,-8,1,4,11,2,0,79123702
1104,41047000600,410470006001,410470006001024,791237,47,2022HU1103048,1,13,1,26,1,40,1,-8,1,4,13,3,0,79123703
1104,41047000600,410470006001,410470006001024,791237,47,2022HU1103048,1,15,1,24,1,40,1,-8,1,4,11,4,0,79123704
1104,41047000600,410470006001,410470006001024,791237,47,2022HU1103048,1,15,1,24,1,40,1,-8,1,4,11,5,0,79123705
1104,41047000600,410470006001,410470006001024,791237,47,2022HU1103048,1,33,3,23,1,96,1,5,5,4,7,6,0,79123706
1104,41047000600,410470006001,410470006001024,791237,47,2022HU1103048,1,45,5,19,2,35,1,6,1,4,11,7,0,79123707
1104,41047000600,410470006001,410470006001025,791238,30,2018HU0119407,0,0,999,30,1,-8,6,-8,-8,4,11,1,0,79123801
1104,41047000600,410470006001,410470006001025,791238,30,2018HU0119407,0,0,999,30,2,-8,6,-8,-8,4,11,2,0,79123802
1104,41047000600,410470006001,410470006001025,791238,30,2018HU0119407,0,0,999,1,1,-8,-8,-8,-8,-8,-8,3,0,79123803
1104,41047000600,410470006001,410470006001025,791238,30,2018HU0119407,0,0,999,55,2,-8,6,-8,-8,4,9,4,0,79123804
1104,41047000600,410470006001,410470006001025,791238,30,2018HU0119407,0,0,999,15,1,-8,-8,5,-8,-8,4,5,0,79123805
1104,41047000600,410470006001,410470006001025,791238,30,2018HU0119407,1,43,4,30,1,40,1,5,1,4,4,6,0,79123806
1104,41047000600,410470006001,410470006001025,791239,28,2018HU0299511,1,17,1,33,1,50,1,-8,1,4,11,1,0,79123901
1104,41047000600,410470006001,410470006001025,791239,28,2018HU0299511,1,27,1,27,2,40,1,-8,1,4,13,2,0,79123902
1104,41047000600,410470006001,410470006001025,791240,76,2018HU0506175,1,41,4,51,2,50,1,-8,1,4,9,1,0,79124001
1104,41047000600,410470006001,410470006001025,791240,76,2018HU0506175,1,49,5,50,1,40,1,-8,1,4,11,2,0,79124002
1104,41047000600,410470006001,410470006001025,791240,76,2018HU0506175,0,0,999,84,1,-8,6,-8,-8,2,4,3,0,79124003
1104,41047000600,410470006001,410470006001025,791241,24,2018HU0627241,1,13,1,57,2,40,1,-8,1,4,9,1,0,79124101
1104,41047000600,410470006001,410470006001025,791241,24,2018HU0627241,1,47,5,62,1,20,2,-8,1,4,9,2,0,79124102
1104,41047000600,410470006001,410470006001025,791242,33,2018HU1157154,1,43,4,63,2,5,1,-8,2,4,10,1,0,79124201
1104,41047000600,410470006001,410470006001025,791242,33,2018HU1157154,0,0,999,67,1,-8,6,-8,-8,4,10,2,0,79124202
1104,41047000600,410470006001,410470006001025,791243,71,2019HU0650900,0,0,999,66,2,-8,6,-8,-8,4,9,1,0,79124301
1104,41047000600,410470006001,410470006001025,791244,23,2019HU0817098,0,0,999,62,2,-8,6,-8,-8,4,11,1,0,79124401
1104,41047000600,410470006001,410470006001025,791244,23,2019HU0817098,1,43,4,34,1,40,1,-8,6,4,13,2,0,79124402
1104,41047000600,410470006001,410470006001025,791245,21,2019HU0874828,1,43,4,63,1,50,1,-8,1,2,9,1,0,79124501
1104,41047000600,410470006001,410470006001025,791246,32,2019HU0879902,0,0,999,37,2,-8,3,-8,-8,4,9,1,0,79124601
1104,41047000600,410470006001,410470006001025,791246,32,2019HU0879902,1,43,4,41,1,40,1,-8,1,4,7,2,0,79124602
1104,41047000600,410470006001,410470006001025,791246,32,2019HU0879902,0,0,999,8,1,-8,-8,3,-8,-8,2,3,0,79124603
1104,41047000600,410470006001,410470006001025,791246,32,2019HU0879902,0,0,999,13,1,-8,-8,5,-8,-8,6,4,0,79124604
1104,41047000600,410470006001,410470006001025,791246,32,2019HU0879902,1,51,6,35,1,40,1,-8,1,4,7,5,0,79124605
1104,41047000600,410470006001,410470006001025,791247,35,2019HU0939300,0,0,999,65,2,-8,6,-8,-8,4,11,1,0,79124701
1104,41047000600,410470006001,410470006001025,791248,135,2020HU0141065,1,47,5,27,1,50,1,-8,1,4,4,1,0,79124801
1104,41047000600,410470006001,410470006001025,791248,135,2020HU0141065,1,45,5,22,2,40,1,-8,5,4,8,2,0,79124802
1104,41047000600,410470006001,410470006001025,791248,135,2020HU0141065,0,0,999,3,1,-8,-8,-8,-8,-8,1,3,0,79124803
1104,41047000600,410470006001,410470006001025,791249,31,2020HU0867309,1,15,1,27,2,40,1,-8,1,4,11,1,0,79124901
1104,41047000600,410470006001,410470006001025,791249,31,2020HU0867309,1,43,4,28,2,40,1,-8,1,4,12,2,0,79124902
1104,41047000600,410470006001,410470006001025,791249,31,2020HU0867309,0,0,999,30,2,30,6,6,4,4,11,3,0,79124903
1104,41047000600,410470006001,410470006001025,791250,74,2020HU0955534,1,11,1,53,2,40,1,-8,1,4,13,1,0,79125001
1104,41047000600,410470006001,410470006001025,791250,74,2020HU0955534,0,0,999,18,1,-8,6,-8,-8,4,8,2,0,79125002
1104,41047000600,410470006001,410470006001025,791250,74,2020HU0955534,0,0,999,15,1,-8,-8,5,-8,-8,5,3,0,79125003
1104,41047000600,410470006001,410470006001025,791251,121,2020HU1049034,1,35,3,26,2,40,1,-8,1,4,13,1,0,79125101
1104,41047000600,410470006001,410470006001025,791252,117,2020HU1080619,0,0,999,53,1,-8,6,-8,-8,4,12,1,0,79125201
1104,41047000600,410470006001,410470006001025,791253,38,2021HU0275019,1,11,1,34,1,40,1,-8,1,4,13,1,0,79125301
1104,41047000600,410470006001,410470006001025,791253,38,2021HU0275019,1,15,1,37,2,40,1,-8,1,4,14,2,0,79125302
1104,41047000600,410470006001,410470006001025,791253,38,2021HU0275019,0,0,999,5,2,-8,-8,1,-8,-8,2,3,0,79125303
1104,41047000600,410470006001,410470006001025,791254,77,2021HU0587510,1,47,5,30,1,40,1,-8,1,2,9,1,0,79125401
1104,41047000600,410470006001,410470006001025,791254,77,2021HU0587510,0,0,999,29,2,-8,6,-8,-8,4,11,2,0,79125402
1104,41047000600,410470006001,410470006001025,791254,77,2021HU0587510,0,0,999,0,1,-8,-8,-8,-8,-8,-8,3,0,79125403
1104,41047000600,410470006001,410470006001025,791255,29,2021HU0825660,0,0,999,71,2,-8,6,-8,-8,4,14,1,0,79125501
1104,41047000600,410470006001,410470006001025,791255,29,2021HU0825660,0,0,999,72,1,-8,6,-8,-8,4,14,2,0,79125502
1104,41047000600,410470006001,410470006001025,791256,34,2022HU0553417,1,11,1,95,2,39,1,-8,1,4,9,1,0,79125601
1104,41047000600,410470006001,410470006001025,791257,47,2022HU1103048,1,53,6,20,2,35,1,-8,1,4,9,1,0,79125701
1104,41047000600,410470006001,410470006001025,791257,47,2022HU1103048,1,31,2,26,1,39,1,-8,1,4,11,2,0,79125702
1104,41047000600,410470006001,410470006001025,791257,47,2022HU1103048,1,13,1,26,1,40,1,-8,1,4,13,3,0,79125703
1104,41047000600,410470006001,410470006001025,791257,47,2022HU1103048,1,15,1,24,1,40,1,-8,1,4,11,4,0,79125704
1104,41047000600,410470006001,410470006001025,791257,47,2022HU1103048,1,15,1,24,1,40,1,-8,1,4,11,5,0,79125705
1104,41047000600,410470006001,410470006001025,791257,47,2022HU1103048,1,33,3,23,1,96,1,5,5,4,7,6,0,79125706
1104,41047000600,410470006001,410470006001025,791257,47,2022HU1103048,1,45,5,19,2,35,1,6,1,4,11,7,0,79125707
1104,41047000600,410470006001,410470006001025,791258,13,2022HU1209332,0,0,999,63,1,-8,6,-8,-8,4,14,1,0,79125801
1104,41047000600,410470006001,410470006001025,791258,13,2022HU1209332,1,23,2,62,2,35,1,-8,1,4,15,2,0,79125802
1104,41047000600,410470006001,410470006001026,791259,30,2018HU0119407,0,0,999,30,1,-8,6,-8,-8,4,11,1,0,79125901
1104,41047000600,410470006001,410470006001026,791259,30,2018HU0119407,0,0,999,30,2,-8,6,-8,-8,4,11,2,0,79125902
1104,41047000600,410470006001,410470006001026,791259,30,2018HU0119407,0,0,999,1,1,-8,-8,-8,-8,-8,-8,3,0,79125903
1104,41047000600,410470006001,410470006001026,791259,30,2018HU0119407,0,0,999,55,2,-8,6,-8,-8,4,9,4,0,79125904
1104,41047000600,410470006001,410470006001026,791259,30,2018HU0119407,0,0,999,15,1,-8,-8,5,-8,-8,4,5,0,79125905
1104,41047000600,410470006001,410470006001026,791259,30,2018HU0119407,1,43,4,30,1,40,1,5,1,4,4,6,0,79125906
1104,41047000600,410470006001,410470006001026,791260,76,2018HU0506175,1,41,4,51,2,50,1,-8,1,4,9,1,0,79126001
1104,41047000600,410470006001,410470006001026,791260,76,2018HU0506175,1,49,5,50,1,40,1,-8,1,4,11,2,0,79126002
1104,41047000600,410470006001,410470006001026,791260,76,2018HU0506175,0,0,999,84,1,-8,6,-8,-8,2,4,3,0,79126003
1104,41047000600,410470006001,410470006001026,791261,33,2018HU1157154,1,43,4,63,2,5,1,-8,2,4,10,1,0,79126101
1104,41047000600,410470006001,410470006001026,791261,33,2018HU1157154,0,0,999,67,1,-8,6,-8,-8,4,10,2,0,79126102
1104,41047000600,410470006001,410470006001026,791262,71,2019HU0650900,0,0,999,66,2,-8,6,-8,-8,4,9,1,0,79126201
1104,41047000600,410470006001,410470006001026,791263,21,2019HU0874828,1,43,4,63,1,50,1,-8,1,2,9,1,0,79126301
1104,41047000600,410470006001,410470006001026,791264,35,2019HU0939300,0,0,999,65,2,-8,6,-8,-8,4,11,1,0,79126401
1104,41047000600,410470006001,410470006001026,791265,135,2020HU0141065,1,47,5,27,1,50,1,-8,1,4,4,1,0,79126501
1104,41047000600,410470006001,410470006001026,791265,135,2020HU0141065,1,45,5,22,2,40,1,-8,5,4,8,2,0,79126502
1104,41047000600,410470006001,410470006001026,791265,135,2020HU0141065,0,0,999,3,1,-8,-8,-8,-8,-8,1,3,0,79126503
1104,41047000600,410470006001,410470006001026,791266,31,2020HU0867309,1,15,1,27,2,40,1,-8,1,4,11,1,0,79126601
1104,41047000600,410470006001,410470006001026,791266,31,2020HU0867309,1,43,4,28,2,40,1,-8,1,4,12,2,0,79126602
1104,41047000600,410470006001,410470006001026,791266,31,2020HU0867309,0,0,999,30,2,30,6,6,4,4,11,3,0,79126603
1104,41047000600,410470006001,410470006001026,791267,74,2020HU0955534,1,11,1,53,2,40,1,-8,1,4,13,1,0,79126701
1104,41047000600,410470006001,410470006001026,791267,74,2020HU0955534,0,0,999,18,1,-8,6,-8,-8,4,8,2,0,79126702
1104,41047000600,410470006001,410470006001026,791267,74,2020HU0955534,0,0,999,15,1,-8,-8,5,-8,-8,5,3,0,79126703
1104,41047000600,410470006001,410470006001026,791268,39,2020HU0984735,0,0,999,69,2,-8,6,-8,-8,4,9,1,0,79126801
1104,41047000600,410470006001,410470006001026,791269,121,2020HU1049034,1,35,3,26,2,40,1,-8,1,4,13,1,0,79126901
1104,41047000600,410470006001,410470006001026,791270,117,2020HU1080619,0,0,999,53,1,-8,6,-8,-8,4,12,1,0,79127001
1104,41047000600,410470006001,410470006001026,791271,26,2021HU0348754,1,29,2,61,2,32,1,-8,1,4,14,1,0,79127101
1104,41047000600,410470006001,410470006001026,791271,26,2021HU0348754,0,0,999,60,1,-8,6,-8,-8,4,14,2,0,79127102
1104,41047000600,410470006001,410470006001026,791272,12,2021HU0528531,0,0,999,65,1,-8,6,-8,-8,4,14,1,0,79127201
1104,41047000600,410470006001,410470006001026,791272,12,2021HU0528531,0,0,999,65,2,-8,6,-8,-8,4,12,2,0,79127202
1104,41047000600,410470006001,410470006001026,791273,77,2021HU0587510,1,47,5,30,1,40,1,-8,1,2,9,1,0,79127301
1104,41047000600,410470006001,410470006001026,791273,77,2021HU0587510,0,0,999,29,2,-8,6,-8,-8,4,11,2,0,79127302
1104,41047000600,410470006001,410470006001026,791273,77,2021HU0587510,0,0,999,0,1,-8,-8,-8,-8,-8,-8,3,0,79127303
1104,41047000600,410470006001,410470006001026,791274,42,2021HU0821649,1,15,1,32,2,40,1,6,1,4,12,1,0,79127401
1104,41047000600,410470006001,410470006001026,791274,42,2021HU0821649,0,0,999,9,2,-8,-8,3,-8,-8,2,2,0,79127402
1104,41047000600,410470006001,410470006001026,791275,36,2021HU0918996,0,0,999,40,2,-8,6,-8,-8,4,3,1,0,79127501
1104,41047000600,410470006001,410470006001026,791275,36,2021HU0918996,0,0,999,20,2,38,3,5,3,4,7,2,0,79127502
1104,41047000600,410470006001,410470006001026,791275,36,2021HU0918996,0,0,999,19,1,-8,6,5,-8,4,7,3,0,79127503
1104,41047000600,410470006001,410470006001026,791275,36,2021HU0918996,0,0,999,18,1,-8,6,5,-8,4,7,4,0,79127504
1104,41047000600,410470006001,410470006001026,791275,36,2021HU0918996,0,0,999,15,1,-8,-8,5,-8,-8,5,5,0,79127505
1104,41047000600,410470006001,410470006001026,791275,36,2021HU0918996,0,0,999,12,2,-8,-8,4,-8,-8,3,6,0,79127506
1104,41047000600,410470006001,410470006001026,791275,36,2021HU0918996,0,0,999,6,1,-8,-8,3,-8,-8,2,7,0,79127507
1104,41047000600,410470006001,410470006001026,791276,136,2022HU0408661,0,0,999,22,2,-8,6,-8,-8,4,8,1,0,79127601
1104,41047000600,410470006001,410470006001026,791276,136,2022HU0408661,1,47,5,28,1,40,1,-8,1,4,10,2,0,79127602
1104,41047000600,410470006001,410470006001026,791276,136,2022HU0408661,0,0,999,6,2,-8,-8,3,-8,-8,2,3,0,79127603
1104,41047000600,410470006001,410470006001026,791276,136,2022HU0408661,0,0,999,1,2,-8,-8,-8,-8,-8,-8,4,0,79127604
1104,41047000600,410470006001,410470006001026,791277,34,2022HU0553417,1,11,1,95,2,39,1,-8,1,4,9,1,0,79127701
1104,41047000600,410470006001,410470006001027,791278,33,2018HU1157154,1,43,4,63,2,5,1,-8,2,4,10,1,0,79127801
1104,41047000600,410470006001,410470006001027,791278,33,2018HU1157154,0,0,999,67,1,-8,6,-8,-8,4,10,2,0,79127802
1104,41047000600,410470006001,410470006001027,791279,35,2019HU0939300,0,0,999,65,2,-8,6,-8,-8,4,11,1,0,79127901
1104,41047000600,410470006001,410470006001027,791280,61,2020HU0001920,0,0,999,70,1,-8,6,-8,-8,4,13,1,0,79128001
1104,41047000600,410470006001,410470006001027,791280,61,2020HU0001920,0,0,999,65,2,-8,6,-8,-8,4,15,2,0,79128002
1104,41047000600,410470006001,410470006001027,791281,135,2020HU0141065,1,47,5,27,1,50,1,-8,1,4,4,1,0,79128101
1104,41047000600,410470006001,410470006001027,791281,135,2020HU0141065,1,45,5,22,2,40,1,-8,5,4,8,2,0,79128102
1104,41047000600,410470006001,410470006001027,791281,135,2020HU0141065,0,0,999,3,1,-8,-8,-8,-8,-8,1,3,0,79128103
1104,41047000600,410470006001,410470006001027,791282,31,2020HU0867309,1,15,1,27,2,40,1,-8,1,4,11,1,0,79128201
1104,41047000600,410470006001,410470006001027,791282,31,2020HU0867309,1,43,4,28,2,40,1,-8,1,4,12,2,0,79128202
1104,41047000600,410470006001,410470006001027,791282,31,2020HU0867309,0,0,999,30,2,30,6,6,4,4,11,3,0,79128203
1104,41047000600,410470006001,410470006001027,791283,121,2020HU1049034,1,35,3,26,2,40,1,-8,1,4,13,1,0,79128301
1104,41047000600,410470006001,410470006001027,791284,117,2020HU1080619,0,0,999,53,1,-8,6,-8,-8,4,12,1,0,79128401
1104,41047000600,410470006001,410470006001027,791285,27,2021HU0145129,1,13,1,29,2,35,1,-8,1,4,12,1,0,79128501
1104,41047000600,410470006001,410470006001027,791285,27,2021HU0145129,1,11,1,31,1,40,1,-8,1,4,11,2,0,79128502
1104,41047000600,410470006001,410470006001027,791286,26,2021HU0348754,1,29,2,61,2,32,1,-8,1,4,14,1,0,79128601
1104,41047000600,410470006001,410470006001027,791286,26,2021HU0348754,0,0,999,60,1,-8,6,-8,-8,4,14,2,0,79128602
1104,41047000600,410470006001,410470006001027,791287,77,2021HU0587510,1,47,5,30,1,40,1,-8,1,2,9,1,0,79128701
1104,41047000600,410470006001,410470006001027,791287,77,2021HU0587510,0,0,999,29,2,-8,6,-8,-8,4,11,2,0,79128702
1104,41047000600,410470006001,410470006001027,791287,77,2021HU0587510,0,0,999,0,1,-8,-8,-8,-8,-8,-8,3,0,79128703
1104,41047000600,410470006001,410470006001027,791288,109,2022HU1290094,1,43,4,64,1,20,1,-8,1,4,12,1,0,79128801
1104,41047000600,410470006001,410470006001028,791289,135,2020HU0141065,1,47,5,27,1,50,1,-8,1,4,4,1,0,79128901
1104,41047000600,410470006001,410470006001028,791289,135,2020HU0141065,1,45,5,22,2,40,1,-8,5,4,8,2,0,79128902
1104,41047000600,410470006001,410470006001028,791289,135,2020HU0141065,0,0,999,3,1,-8,-8,-8,-8,-8,1,3,0,79128903
1104,41047000600,410470006001,410470006001029,791290,76,2018HU0506175,1,41,4,51,2,50,1,-8,1,4,9,1,0,79129001
1104,41047000600,410470006001,410470006001029,791290,76,2018HU0506175,1,49,5,50,1,40,1,-8,1,4,11,2,0,79129002
1104,41047000600,410470006001,410470006001029,791290,76,2018HU0506175,0,0,999,84,1,-8,6,-8,-8,2,4,3,0,79129003
1104,41047000600,410470006001,410470006001029,791291,33,2018HU1157154,1,43,4,63,2,5,1,-8,2,4,10,1,0,79129101
1104,41047000600,410470006001,410470006001029,791291,33,2018HU1157154,0,0,999,67,1,-8,6,-8,-8,4,10,2,0,79129102
1104,41047000600,410470006001,410470006001029,791292,71,2019HU0650900,0,0,999,66,2,-8,6,-8,-8,4,9,1,0,79129201
1104,41047000600,410470006001,410470006001029,791293,23,2019HU0817098,0,0,999,62,2,-8,6,-8,-8,4,11,1,0,79129301
1104,41047000600,410470006001,410470006001029,791293,23,2019HU0817098,1,43,4,34,1,40,1,-8,6,4,13,2,0,79129302
1104,41047000600,410470006001,410470006001029,791294,21,2019HU0874828,1,43,4,63,1,50,1,-8,1,2,9,1,0,79129401
1104,41047000600,410470006001,410470006001029,791295,48,2019HU1301389,1,43,4,38,1,40,1,-8,1,4,9,1,0,79129501
1104,41047000600,410470006001,410470006001029,791295,48,2019HU1301389,1,53,6,32,2,40,1,-8,1,4,9,2,0,79129502
1104,41047000600,410470006001,410470006001029,791296,135,2020HU0141065,1,47,5,27,1,50,1,-8,1,4,4,1,0,79129601
1104,41047000600,410470006001,410470006001029,791296,135,2020HU0141065,1,45,5,22,2,40,1,-8,5,4,8,2,0,79129602
1104,41047000600,410470006001,410470006001029,791296,135,2020HU0141065,0,0,999,3,1,-8,-8,-8,-8,-8,1,3,0,79129603
1104,41047000600,410470006001,410470006001029,791297,31,2020HU0867309,1,15,1,27,2,40,1,-8,1,4,11,1,0,79129701
1104,41047000600,410470006001,410470006001029,791297,31,2020HU0867309,1,43,4,28,2,40,1,-8,1,4,12,2,0,79129702
1104,41047000600,410470006001,410470006001029,791297,31,2020HU0867309,0,0,999,30,2,30,6,6,4,4,11,3,0,79129703
1104,41047000600,410470006001,410470006001029,791298,121,2020HU1049034,1,35,3,26,2,40,1,-8,1,4,13,1,0,79129801
1104,41047000600,410470006001,410470006001029,791299,117,2020HU1080619,0,0,999,53,1,-8,6,-8,-8,4,12,1,0,79129901
1104,41047000600,410470006001,410470006001029,791300,77,2021HU0587510,1,47,5,30,1,40,1,-8,1,2,9,1,0,79130001
1104,41047000600,410470006001,410470006001029,791300,77,2021HU0587510,0,0,999,29,2,-8,6,-8,-8,4,11,2,0,79130002
1104,41047000600,410470006001,410470006001029,791300,77,2021HU0587510,0,0,999,0,1,-8,-8,-8,-8,-8,-8,3,0,79130003
1104,41047000600,410470006001,410470006001029,791301,29,2021HU0825660,0,0,999,71,2,-8,6,-8,-8,4,14,1,0,79130101
1104,41047000600,410470006001,410470006001029,791301,29,2021HU0825660,0,0,999,72,1,-8,6,-8,-8,4,14,2,0,79130102
1104,41047000600,410470006001,410470006001029,791302,36,2021HU0918996,0,0,999,40,2,-8,6,-8,-8,4,3,1,0,79130201
1104,41047000600,410470006001,410470006001029,791302,36,2021HU0918996,0,0,999,20,2,38,3,5,3,4,7,2,0,79130202
1104,41047000600,410470006001,410470006001029,791302,36,2021HU0918996,0,0,999,19,1,-8,6,5,-8,4,7,3,0,79130203
1104,41047000600,410470006001,410470006001029,791302,36,2021HU0918996,0,0,999,18,1,-8,6,5,-8,4,7,4,0,79130204
1104,41047000600,410470006001,410470006001029,791302,36,2021HU0918996,0,0,999,15,1,-8,-8,5,-8,-8,5,5,0,79130205
1104,41047000600,410470006001,410470006001029,791302,36,2021HU0918996,0,0,999,12,2,-8,-8,4,-8,-8,3,6,0,79130206
1104,41047000600,410470006001,410470006001029,791302,36,2021HU0918996,0,0,999,6,1,-8,-8,3,-8,-8,2,7,0,79130207
